"","filename","variable","group_id","mean","sd","n","r","se","error_type","plot_type"
"1","App2022_fig6.png","currentfluxdensity","seen",0.383333333333333,0.224454527002328,64,NA,0.028056815875291,"sd","boxplot"
"2","App2022_fig6.png","currentfluxdensity","notseen",0.256547619047619,0.17879003072742,22,NA,0.0381181626283275,"sd","boxplot"
"3","Balbi2021_fig2.png","mean_recaps","HCC",0.716584158415841,0.180458415367287,3,NA,0.104187714689836,"CI95","mean_error"
"4","Balbi2021_fig2.png","mean_recaps","LCC",0.237623762376238,0.12139929761072,3,NA,0.0700899171549808,"CI95","mean_error"
"5","Barr_2021_fig3_abund_lnConn.png","ln_conn","",5.36118163592659,5.28367250513393,84,0.244091793199138,0.576495933384124,"sd","scatterplot"
"6","Barr_2021_fig3_abund_lnConn.png","abundance","",78.9878430602485,50.5332174124711,84,0.244091793199138,5.51362604529308,"sd","scatterplot"
"7","Barr_2021_fig3_evenness_lnConn.png","lnConn","",5.43664678918995,5.3033625192325,84,0.0241397503664388,0.578644290051777,"sd","scatterplot"
"8","Barr_2021_fig3_evenness_lnConn.png","evenness","",0.637609291400235,0.188328652265772,84,0.0241397503664388,0.0205483405842123,"sd","scatterplot"
"9","Barr_2021_fig4_SR_lnConn.png","lnConn","galler",1.41355372665854,0.881181855446696,70,0.238828970923808,0.105321376365625,"sd","scatterplot"
"10","Barr_2021_fig4_SR_lnConn.png","speciesrichness","galler",3.7595233328683,1.75168018868077,70,0.238828970923808,0.209365827591552,"sd","scatterplot"
"11","Barr_2021_fig4_SR_lnConn.png","lnConn","leafminer",1.38252656434475,0.938796602708081,63,0.0131431964443398,0.118277254401804,"sd","scatterplot"
"12","Barr_2021_fig4_SR_lnConn.png","speciesrichness","leafminer",5.66145833333333,1.88823037166865,63,0.0131431964443398,0.237894665782586,"sd","scatterplot"
"13","Evans2017_fig3.png","permeability","AMRO_perY",0.34268747994918,0.527391928997596,10,NA,0.16677597152222,"CI95","mean_error"
"14","Evans2017_fig3.png","permeability","AMRO_perN",-0.033225559861906,0.864476958268512,93,NA,0.0896420846931937,"CI95","mean_error"
"15","Evans2017_fig3.png","permeability","AMRO_suiY",-0.382973534440788,0.45148516207401,10,NA,0.142772144192414,"CI95","mean_error"
"16","Evans2017_fig3.png","permeability","AMRO_suiN",0.0230592458272074,0.836905600131038,93,NA,0.0867830680385263,"CI95","mean_error"
"17","Evans2017_fig3.png","permeability","GRCB_perY",0.591459900220127,0.917255901717206,17,NA,0.222467233441248,"CI95","mean_error"
"18","Evans2017_fig3.png","permeability","GRCB_perN",-0.149275577295816,1.04396629552609,86,NA,0.112573780777499,"CI95","mean_error"
"19","Evans2017_fig3.png","permeability","GRCB_suiY",0.186944781292981,0.917255901717206,17,NA,0.222467233441248,"CI95","mean_error"
"20","Evans2017_fig3.png","permeability","GRCB_suiN",-0.0547136014427165,1.09367897626543,86,NA,0.117934437004999,"CI95","mean_error"
"21","Evans2017_fig3b.png","permeability","HS_perY",0.457627118644069,1.04100384515253,7,NA,0.393462469733656,"CI95","mean_error"
"22","Evans2017_fig3b.png","permeability","HS_perN",-0.0508474576271176,1.10146546718026,96,NA,0.11241784849533,"CI95","mean_error"
"23","Evans2017_fig3b.png","permeability","HS_suiY",0.237288135593221,0.857970202048791,7,NA,0.324282255274991,"CI95","mean_error"
"24","Evans2017_fig3b.png","permeability","HS_suiN",-0.0254237288135584,1.14382952361027,96,NA,0.116741611898997,"CI95","mean_error"
"25","Evans2017_fig3b.png","permeability","NC_perY",0.542372881355933,1.06963999280984,17,NA,0.259425804219993,"CI95","mean_error"
"26","Evans2017_fig3b.png","permeability","NC_perN",-0.220338983050846,1.24300490038208,86,NA,0.134036665513663,"CI95","mean_error"
"27","Evans2017_fig3b.png","permeability","NC_suiY",0.211864406779662,0.855711994247872,17,NA,0.207540643375995,"CI95","mean_error"
"28","Evans2017_fig3b.png","permeability","NC_suiN",-0.0927877445988212,1.50929671581213,86,NA,0.162751650452863,"CI95","mean_error"
"29","Howes_2021_fig3.png","speciesrichness","witkoppen",14.9988228777269,2.08996174072933,2,NA,1.47782611929015,"sd","boxplot"
"30","Howes_2021_fig3.png","speciesrichness","melville",13.1058406527341,5.82962139357975,2,NA,4.12216481915042,"sd","boxplot"
"31","Howes_2021_fig3.png","speciesrichness","RB",7.37740424638345,5.08256529967021,3,NA,2.93442044393845,"sd","boxplot"
"32","Howes_2021_fig3.png","speciesrichness","wilds",7.60010803755907,3.25347778714021,3,NA,1.87839627620787,"sd","boxplot"
"33","Howes_2021_fig3.png","speciesrichness","lenrutter",9.15903457578842,2.06175314922849,3,NA,1.19035373570962,"sd","boxplot"
"34","Howes_2021_fig3.png","speciesrichness","alberts",13.3718479588606,7.33597791579942,3,NA,4.23542882445595,"sd","boxplot"
"35","Howes_2021_fig3.png","speciesrichness","harvey",8.61464753069246,6.24302473170819,3,NA,3.60441200940922,"sd","boxplot"
"36","Howes_2021_fig3.png","speciesrichness","cumberland",9.25801403853314,5.30745111935811,3,NA,3.06425833247219,"sd","boxplot"
"37","Howes_2021_fig3.png","speciesrichness","hamerkop",10.0560359569124,2.89855530775808,3,NA,1.67348168719514,"sd","boxplot"
"38","Howes_2021_fig3.png","speciesrichness","deedee",9.75291135225674,2.85305948935313,3,NA,1.64721466419204,"sd","boxplot"
"39","Howes_2021_fig3.png","speciesrichness","zoo",10.0003600091185,7.75343080692906,3,NA,4.47644536352363,"sd","boxplot"
"40","Howes_2021_fig3.png","speciesrichness","bez",10.1364567703925,5.78960627762313,3,NA,3.34263074288766,"sd","boxplot"
"41","Howes_2021_fig3.png","speciesrichness","edison",9.51164891181648,3.5551246311068,3,NA,2.05255216277218,"sd","boxplot"
"42","Howes_2021_fig3.png","speciesrichness","delta",10.3406019123035,4.14210860827056,4,NA,2.07105430413528,"sd","boxplot"
"43","Howes_2021_fig3.png","speciesrichness","ferndale",10.3962778600974,2.65943887553898,3,NA,1.53542775068579,"sd","boxplot"
"44","Howes_2021_fig3.png","speciesrichness","jegrey",11.1695549127906,8.04862685537503,3,NA,4.64687688155762,"sd","boxplot"
"45","Howes_2021_fig3.png","speciesrichness","pioneer",11.1324376142613,3.8084716758571,3,NA,2.19882214725716,"sd","boxplot"
"46","Howes_2021_fig3.png","speciesrichness","rietfontein",10.60660921843,5.70506543633384,3,NA,3.29382106541178,"sd","boxplot"
"47","Howes_2021_fig3.png","speciesrichness","river",11.4974243831324,4.61681260932428,3,NA,2.66551800279143,"sd","boxplot"
"48","Howes_2021_fig3.png","speciesrichness","innis",12.0170665625422,4.73261865648732,3,NA,2.7323786552948,"sd","boxplot"
"49","Howes_2021_fig3.png","speciesrichness","kloon",11.9613906147483,3.68851341005948,4,NA,1.84425670502974,"sd","boxplot"
"50","Howes_2021_fig3.png","speciesrichness","glenaustin",12.1160460252869,7.34656171362135,3,NA,4.24153938297749,"sd","boxplot"
"51","Howes_2021_fig3.png","speciesrichness","goldenharvest",12.2459565701394,3.7583294158108,4,NA,1.8791647079054,"sd","boxplot"
"52","Howes_2021_fig3.png","speciesrichness","thokoza",12.604757122589,3.84254086254219,3,NA,2.21849200136087,"sd","boxplot"
"53","Howes_2021_fig3.png","speciesrichness","beaulieu",13.013047406411,5.35294693776305,3,NA,3.09052535547528,"sd","boxplot"
"54","Howes_2021_fig3.png","speciesrichness","dornye",13.2110063319004,4.15561433822864,3,NA,2.39924505682458,"sd","boxplot"
"55","Howes_2021_fig3.png","speciesrichness","mofolo",13.7925106755256,2.84163285763327,3,NA,1.64061749529265,"sd","boxplot"
"56","Howes_2021_fig3b.png","shannondiv","a",0.916666666666667,0.297643706381491,4,NA,0.148821853190746,"sd","boxplot"
"57","Howes_2021_fig3b.png","shannondiv","b",0.903645833333333,0.14925587400464,4,NA,0.0746279370023198,"sd","boxplot"
"58","Howes_2021_fig3b.png","shannondiv","c",0.991145833333333,0.130266218709273,4,NA,0.0651331093546367,"sd","boxplot"
"59","Howes_2021_fig3b.png","shannondiv","d",0.969270833333333,0.205804788562305,4,NA,0.102902394281152,"sd","boxplot"
"60","Howes_2021_fig3b.png","shannondiv","e",0.983854166666667,0.231909141771667,4,NA,0.115954570885834,"sd","boxplot"
"61","Howes_2021_fig3b.png","shannondiv","f",0.952083333333333,0.166753271580369,4,NA,0.0833766357901844,"sd","boxplot"
"62","Howes_2021_fig3b.png","shannondiv","g",1.00625,0.0434769075667221,4,NA,0.0217384537833611,"sd","boxplot"
"63","Howes_2021_fig3b.png","shannondiv","h",0.877083333333334,0.30107621212012,4,NA,0.15053810606006,"sd","boxplot"
"64","Howes_2021_fig3b.png","shannondiv","i",0.997916666666667,0.27092099798108,4,NA,0.13546049899054,"sd","boxplot"
"65","Howes_2021_fig3b.png","shannondiv","j",1.03802083333333,0.196454634519253,4,NA,0.0982273172596264,"sd","boxplot"
"66","Howes_2021_fig3b.png","shannondiv","k",1.07604166666667,0.167331965998894,4,NA,0.0836659829994471,"sd","boxplot"
"67","Howes_2021_fig3b.png","shannondiv","l",0.992708333333334,0.0639132989084014,4,NA,0.0319566494542007,"sd","boxplot"
"68","Howes_2021_fig3b.png","shannondiv","m",0.975520833333333,0.157737986419903,4,NA,0.0788689932099516,"sd","boxplot"
